Serial_number,document_id,URL,Credibility_rating,ad_count,ad_max_size,css_definitions,page_rank,bitly_clicks,bitly_referrers,tweets,delicious_bookmarks,fb_clicks,fb_comments,fb_likes,fb_shares,fb_total,alexa_linksin,alexa_rank,commas,dots,exclamations,questions,spelling_errors,text_complexity,smog,category,JJ,NN,DT,VB,RB,num_ne,sum_ne,document_url_y,X1,X2,X3,X4,X5,X9,Total,Leik,Eijk,Tastle,Leik 3 4 6,correction,resp_HNC,Controversial,troia_label
57,2547200,http://www.symbolicliving.com/forum/showthread.php/4481-What-do-you-think-Marijuana-does-for-you-spiritually-and-creatively,3.0,9.0,65520.0,49.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,577128.0,188.0,99.0,0.0,19.0,133.0,6.827835016,13.0238668,religion,166.0,1155.0,140.0,446.0,105.0,10.0,114.0,com,0.0,2.0,1.0,2.0,0.0,0.0,5.0,0.6,0.366666667,0.667970001,0.68,0.0,2,U,2.0
58,2201477,http://paleospirit.com/paleo-nutrition/what-is-the-paleo-diet/,4.4,4.0,62500.0,1141.0,1.0,0.0,0.0,4.0,0.0,0.0,10.0,5.0,18.0,33.0,263.0,292653.0,29.0,46.0,0.0,0.0,44.0,4.257254588,11.20814326,health,71.0,313.0,51.0,124.0,41.0,4.0,15.0,com,0.0,0.0,0.0,3.0,2.0,0.0,5.0,0.8,0.8,0.815012042,0.68,0.0,2,U,3.0
59,2547331,http://www.spiritual-endeavors.org/health/aspartame.htm,2.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,5.0,14.0,37.0,221.0,746341.0,106.0,107.0,20.0,2.0,64.0,5.425386688,11.20814326,health,85.0,623.0,169.0,262.0,65.0,8.0,67.0,org,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.6,0.4,0.620614918,0.68,0.0,2,C,1.0
60,2207764,http://www.ipt-forensics.com/journal/volume9/j9_3_5.htm,3.8181818181818175,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,326.0,1365807.0,359.0,306.0,3.0,10.0,141.0,7.262356939,13.0238668,religion,327.0,1963.0,500.0,809.0,189.0,12.0,124.0,com,0.0,1.0,1.0,8.0,1.0,0.0,11.0,0.818181818,0.727272727,0.795748491,0.818181818,0.0,2,U,4.0
61,2207754,http://www.ff.org/the-great-global-warming-swindle-full-movie/,2.4,0.0,0.0,422.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.0,4344750.0,6.0,16.0,0.0,0.0,9.0,3.256262597,13.0238668,science_technology,32.0,114.0,36.0,51.0,18.0,3.0,3.0,org,1.0,2.0,1.0,1.0,0.0,0.0,5.0,0.6,0.4,0.620614918,0.68,0.0,1,C,1.0
62,2547457,http://www.topix.com/forum/city/aurora-co/TF403P1N0CIK900AF,4.25,5.0,75000.0,2605.0,0.0,141.0,9.0,0.0,0.0,0.0,0.0,2.0,6.0,8.0,24491.0,957.0,33.0,76.0,3.0,7.0,90.0,4.694221114,19.28718652,business,36.0,882.0,40.0,82.0,15.0,10.0,80.0,com,0.0,0.0,1.0,1.0,2.0,1.0,5.0,0.625,0.625,0.691800413,0.5,-1.0,2,U,3.0
63,2207712,http://www.gulf-daily-news.com/NewsDetails.aspx?storyid=344539,4.75,6.0,79300.0,162.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2421.0,65297.0,20.0,13.0,0.0,0.0,26.0,3.47043973,14.55459255,culture_politics,27.0,130.0,39.0,65.0,11.0,5.0,35.0,com,0.0,0.0,0.0,1.0,3.0,0.0,4.0,0.875,0.875,0.855277876,0.8,0.0,3,U,3.0
64,2207616,http://newsworldwide.wordpress.com/2012/12/16/breaking-news-ct-school-shooter-killer-link-to-libor-scandal/,2.0,0.0,0.0,661.0,2.0,44.0,8.0,336.0,0.0,0.0,0.0,0.0,1.0,1.0,782.0,812246.0,1.0,10.0,0.0,0.0,9.0,2.320041327,8.841846275,culture_politics,6.0,46.0,8.0,14.0,3.0,1.0,6.0,com,2.0,1.0,0.0,1.0,0.0,0.0,4.0,0.5,0.333333333,0.54248125,0.6,0.0,1,U,1.0
65,2207392,http://krugman.blogs.nytimes.com/2012/11/03/soup-kitchens-caused-the-great-depression/,3.0,6.0,75000.0,64.0,4.0,217.0,25.0,83.0,2.0,0.0,84.0,120.0,192.0,396.0,2893.0,106.0,10.0,10.0,0.0,0.0,6.0,2.824728988,11.20814326,culture_politics,12.0,66.0,23.0,29.0,13.0,1.0,7.0,com,1.0,1.0,2.0,1.0,1.0,0.0,6.0,0.5,0.166666667,0.528320834,0.533333333,0.0,2,C,3.0
66,2213184,http://en.wikipedia.org/wiki/The_Vampire_Diaries_(season_3),4.4,0.0,0.0,780.0,4.0,6.0,3.0,25.0,0.0,0.0,146.0,63.0,112.0,321.0,2158674.0,5.0,4.0,6.0,0.0,0.0,4.0,2.529351299,14.55459255,arts_entertainment,9.0,46.0,16.0,15.0,5.0,1.0,8.0,org,0.0,0.0,0.0,3.0,2.0,0.0,5.0,0.8,0.8,0.815012042,0.68,0.0,2,U,4.0
67,2215427,http://www.thedailybeast.com/articles/2012/08/31/in-defense-of-clint-eastwood-oddity-aside-gop-convention-succeeded.html,4.0,3.0,180000.0,2035.0,5.0,1.0,1.0,16.0,0.0,0.0,0.0,2.0,2.0,4.0,44084.0,1042.0,14.0,18.0,0.0,5.0,3.0,3.066365799,8.841846275,arts_entertainment,19.0,90.0,32.0,45.0,10.0,5.0,13.0,com,0.0,1.0,0.0,4.0,2.0,0.0,7.0,0.714285714,0.547619048,0.738560714,0.657142857,0.0,2,U,5.0
68,2569886,http://lovemusiclovelife.com/2013/01/19/mastercard-announce-brit-awards-2013-competition/,4.0,1.0,75000.0,711.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,2471338.0,7.0,11.0,1.0,0.0,8.0,2.853239974,11.20814326,arts_entertainment,14.0,75.0,16.0,31.0,4.0,4.0,10.0,com,0.0,0.0,1.0,4.0,1.0,0.0,6.0,0.833333333,0.75,0.861654167,0.8,0.0,2,U,3.0
69,2570528,http://www.tumblr.com/tagged/grammys%25202013,3.625,0.0,0.0,3304.0,8.0,739.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480614.0,34.0,11.0,30.0,3.0,1.0,104.0,4.120091437,8.841846275,arts_entertainment,21.0,288.0,33.0,49.0,16.0,6.0,67.0,com,0.0,2.0,1.0,3.0,2.0,0.0,8.0,0.5625,0.291666667,0.576165045,0.55,0.0,2,U,4.0
70,2213155,http://www.dailymotion.com/video/xvmyjy_kate-middleton-s-health-info-given-to-queen-impersonator-crank-call_people,2.5,0.0,0.0,1551.0,1.0,316.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195600.0,87.0,1.0,5.0,0.0,0.0,74.0,2.431166775,24.5042393,,4.0,112.0,3.0,4.0,2.0,3.0,7.0,com,2.0,1.0,1.0,2.0,0.0,1.0,7.0,0.416666667,0.027777778,0.483737037,0.533333333,0.0,2,C,2.0
71,2213446,http://www.soundtrackinfo.com/OST/titanic/,4.6,0.0,0.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232.0,337556.0,23.0,46.0,0.0,11.0,72.0,4.55475396,8.841846275,arts_entertainment,36.0,378.0,63.0,73.0,14.0,7.0,58.0,com,0.0,0.0,0.0,2.0,3.0,0.0,5.0,0.8,0.8,0.815012042,0.68,0.0,3,U,3.0
72,2224640,http://feedproxy.google.com/~r/DealSeekingMom/~3/hUsWfjBYeOA/,4.333333333333333,13.0,96000.0,684.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5684.0,5.0,8.0,4.0,1.0,13.0,2.87332477,8.841846275,arts_entertainment,12.0,71.0,14.0,15.0,7.0,1.0,1.0,com,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.666666667,0.444444444,0.629656229,0.6,0.0,3,U,5.0
73,2910891,"http://feeds.health.com/~r/health/mind-and-body/~3/1N6UpPYHIMY/0,,20572220,00.html",3.5,5.0,96000.0,1237.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,-1.0,10.0,11.0,0.0,3.0,15.0,4.218278704,19.28718652,health,17.0,358.0,14.0,43.0,2.0,7.0,17.0,com,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.75,0.75,0.807354922,0.8,0.0,2,U,3.0
74,855552,http://www.tmz.com/2012/12/24/tareq-salahi-barack-obama-campaign-coach-virginia-governor/,3.5,6.0,79625.0,820.0,4.0,634.0,8.0,205.0,0.0,0.0,3.0,2.0,30.0,35.0,33817.0,435.0,8.0,18.0,0.0,1.0,30.0,2.864720333,22.9186336,computer_internet,16.0,66.0,17.0,31.0,4.0,3.0,12.0,com,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.25,-0.416666667,0.321928095,0.2,-1.0,C,U,1.0
75,2546752,http://www.wisegeek.com/how-do-i-perform-a-credit-risk-assessment.htm,3.8,0.0,0.0,263.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16414.0,1499.0,23.0,21.0,0.0,0.0,4.0,3.706308429,13.0238668,business,36.0,141.0,60.0,59.0,15.0,,,com,0.0,0.0,2.0,2.0,1.0,0.0,5.0,0.7,0.6,0.738713895,0.68,0.0,2,U,2.0
76,2201603,http://www.usacycling.org/usa-cycling-unitedhealthcare-promote-cyclings-health-benefits.htm,4.375,0.0,0.0,718.0,3.0,60.0,6.0,5.0,0.0,0.0,0.0,0.0,9.0,9.0,2462.0,129829.0,28.0,21.0,0.0,0.0,21.0,3.22464489,19.28718652,sports,31.0,134.0,26.0,35.0,3.0,4.0,23.0,org,0.0,0.0,0.0,5.0,3.0,0.0,8.0,0.8125,0.8125,0.819320935,0.7,0.0,2,U,4.0
77,2201729,http://michaelhyatt.com/seven-reasons-to-run-the-half-marathon.html,3.7142857142857135,0.0,0.0,537.0,2.0,2178.0,58.0,128.0,0.0,0.0,38.0,28.0,53.0,119.0,4861.0,14284.0,7.0,10.0,2.0,2.0,3.0,2.644167664,3.1291,arts_entertainment,7.0,60.0,15.0,27.0,9.0,1.0,2.0,com,0.0,2.0,0.0,3.0,2.0,0.0,7.0,0.571428571,0.238095238,0.563669961,0.542857143,0.0,2,U,1.0
78,2199360,http://www.moveyourmoney.org.uk/where-can-i-move-my-money-to,3.333333333333333,0.0,0.0,1029.0,4.0,370.0,36.0,738.0,10.0,0.0,140.0,344.0,403.0,887.0,245.0,1584891.0,73.0,106.0,1.0,1.0,76.0,6.10225619,13.0238668,business,191.0,765.0,196.0,223.0,77.0,7.0,91.0,uk,0.0,2.0,0.0,4.0,0.0,0.0,6.0,0.666666667,0.444444444,0.629656229,0.733333333,0.0,2,U,2.0
79,2200865,http://www.treasury.gov/resource-center/sb-programs/Pages/Small-Business-Lending-Fund.aspx,4.75,0.0,0.0,2635.0,7.0,439.0,21.0,64.0,3.0,0.0,6.0,6.0,28.0,40.0,8075.0,24294.0,43.0,123.0,0.0,36.0,105.0,6.276050554,14.55459255,business,103.0,1165.0,118.0,181.0,26.0,8.0,87.0,gov,0.0,0.0,0.0,1.0,3.0,1.0,5.0,0.875,0.875,0.855277876,0.8,0.0,3,U,5.0
80,2201482,http://medicaltechnologyavenue.blogspot.com/2011/08/herbalife-products-beneficial-for-your.html,2.8205128205128207,12.0,75000.0,334.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,5827408.0,21.0,43.0,0.0,4.0,16.0,3.924144246,8.841846275,health,41.0,198.0,40.0,113.0,26.0,4.0,12.0,com,7.0,10.0,8.0,11.0,3.0,0.0,39.0,0.474358974,0.183760684,0.514732295,0.548717949,0.0,2,C,2.0
81,2207765,http://www.amazon.com/Catholic-Priests-Falsely-Accused-Stories/dp/1466425334,4.428571428571429,0.0,0.0,3055.0,3.0,2100.0,42.0,15.0,0.0,0.0,49.0,188.0,129.0,366.0,1170966.0,9.0,20.0,35.0,2.0,1.0,31.0,3.754775764,13.0238668,religion,23.0,196.0,56.0,71.0,30.0,4.0,14.0,com,0.0,0.0,1.0,2.0,4.0,0.0,7.0,0.714285714,0.714285714,0.735143276,0.6,0.0,3,U,4.0
82,2207584,http://www.elements-science.co.uk/2012/11/us-shale-gas-world-energy-game-changer-or-looming-environmental-disaster/,3.8,0.0,0.0,906.0,2.0,3.0,1.0,3.0,1.0,0.0,2.0,1.0,4.0,7.0,66.0,5429313.0,30.0,24.0,0.0,0.0,18.0,3.665271892,15.90318901,science_technology,58.0,212.0,59.0,93.0,19.0,8.0,32.0,uk,0.0,1.0,1.0,1.0,2.0,0.0,5.0,0.5,0.4,0.5424857,0.44,-1.0,2,U,2.0
83,2550087,http://www.lotro.com/gameinfo/1896,4.714285714285714,0.0,0.0,326.0,2.0,14.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,2502.0,16742.0,6.0,5.0,6.0,1.0,7.0,3.057282192,11.20814326,arts_entertainment,21.0,99.0,24.0,17.0,2.0,3.0,6.0,com,0.0,0.0,1.0,0.0,6.0,0.0,7.0,0.857142857,0.761904762,0.793021979,0.828571429,0.0,3,U,1.0
84,2213312,http://en.wikipedia.org/wiki/Breaking_Bad_(season_1),4.4,0.0,0.0,780.0,4.0,1.0,1.0,5.0,1.0,0.0,47.0,18.0,25.0,90.0,2158674.0,5.0,62.0,40.0,0.0,0.0,63.0,4.408027059,13.0238668,arts_entertainment,44.0,404.0,59.0,109.0,26.0,10.0,100.0,org,0.0,0.0,0.0,3.0,2.0,0.0,5.0,0.8,0.8,0.815012042,0.68,0.0,2,U,2.0
85,2569377,http://www.encyclopedia.com/topic/Clint_Eastwood.aspx,2.8,8.0,75000.0,1281.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11942.0,17644.0,5.0,25.0,1.0,0.0,13.0,3.15199031,21.19438992,computer_internet,7.0,164.0,16.0,5.0,,2.0,12.0,com,2.0,0.0,1.0,1.0,1.0,0.0,5.0,0.3,0.166666667,0.30688604,0.36,-1.0,C,U,3.0
86,2213797,http://www.clashmusic.com/news/brit-awards-2013-full-nominations,4.166666666666667,0.0,0.0,321.0,3.0,0.0,0.0,8.0,0.0,0.0,1.0,1.0,1.0,3.0,2231.0,80416.0,10.0,24.0,0.0,0.0,76.0,4.218839712,15.90318901,arts_entertainment,30.0,504.0,38.0,36.0,5.0,9.0,82.0,com,0.0,1.0,0.0,2.0,3.0,0.0,6.0,0.583333333,0.472222222,0.623427178,0.466666667,-1.0,2,U,5.0
87,2570908,http://www.imdb.com/title/tt0120338/quotes,4.0,0.0,0.0,1684.0,4.0,16.0,4.0,23.0,7.0,17.0,381.0,320.0,452.0,1153.0,311143.0,47.0,424.0,720.0,119.0,128.0,638.0,9.895694797,3.1291,arts_entertainment,290.0,4601.0,746.0,1144.0,388.0,10.0,731.0,com,1.0,0.0,0.0,1.0,3.0,0.0,5.0,0.5,0.233333333,0.3509775,0.44,-1.0,2,U,5.0
88,2198172,http://www.nmhs.net/diabetes_treatment_center.php,4.166666666666667,0.0,0.0,229.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,190.0,627764.0,19.0,29.0,0.0,0.0,12.0,3.929024238,14.55459255,health,35.0,232.0,50.0,81.0,10.0,5.0,43.0,net,0.0,0.0,0.0,5.0,1.0,1.0,7.0,0.916666667,0.916666667,0.892660382,0.866666667,0.0,2,U,4.0
89,2197889,http://www.allaboutvision.com/conditions/eye-twitching.htm,4.714285714285714,2.0,96000.0,765.0,4.0,590.0,93.0,612.0,16.0,538.0,2692.0,1542.0,2250.0,6484.0,6822.0,20628.0,44.0,42.0,0.0,2.0,17.0,4.511501091,11.20814326,health,67.0,284.0,59.0,127.0,37.0,3.0,8.0,com,0.0,0.0,0.0,2.0,5.0,0.0,7.0,0.857142857,0.857142857,0.842548293,0.771428571,0.0,3,U,5.0
90,1352,http://www.arhp.org/Publications-and-Resources/Quick-Reference-Guide-for-Clinicians/choosing/Combined-Hormonal-Contraception,4.714285714285714,0.0,0.0,173.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1128.0,977422.0,52.0,28.0,0.0,1.0,89.0,4.92023235,,health,,,,,,6.0,59.0,org,0.0,0.0,0.0,2.0,5.0,0.0,7.0,0.857142857,0.857142857,0.842548293,0.771428571,0.0,3,U,5.0
91,2196385,http://www.healthline.com/health-blogs/fruit-womb/norovirus-infections-and-pregnancy,4.3,10.0,96000.0,1014.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,5512.0,13727.0,36.0,21.0,1.0,0.0,25.0,3.787201727,15.90318901,health,50.0,160.0,36.0,88.0,36.0,3.0,19.0,com,0.0,0.0,0.0,7.0,3.0,0.0,10.0,0.85,0.85,0.838007497,0.76,0.0,2,U,4.0
92,2196449,http://www.webmd.com/a-to-z-guides/west-nile-virus-home-treatment,4.666666666666667,11.0,104728.0,216.0,2.0,47.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,66583.0,351.0,5.0,6.0,0.0,0.0,2.0,2.786552889,13.0238668,health,10.0,61.0,10.0,22.0,5.0,2.0,6.0,com,0.0,0.0,0.0,2.0,4.0,0.0,6.0,0.833333333,0.833333333,0.82863461,0.733333333,0.0,3,U,4.0
93,2197344,http://www.doctoryourself.com/congestive.html,2.4444444444444446,0.0,0.0,9.0,3.0,1.0,1.0,2.0,2.0,0.0,13.0,11.0,37.0,61.0,1183.0,118736.0,119.0,153.0,0.0,2.0,102.0,5.497903457,11.20814326,health,200.0,762.0,154.0,283.0,110.0,10.0,85.0,com,3.0,2.0,2.0,1.0,1.0,0.0,9.0,0.444444444,0.277777778,0.456624979,0.511111111,0.0,1,C,1.0
94,854315,http://entertainment.ca.msn.com/celebs/david-bowie-marks-birthday-with-new-music-1,4.333333333333333,2.0,65520.0,2087.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,799.0,10.0,28.0,1.0,2.0,9.0,3.262660658,11.20814326,arts_entertainment,20.0,100.0,26.0,51.0,11.0,3.0,11.0,com,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.666666667,0.444444444,0.629656229,0.6,0.0,3,U,4.0
95,2198155,http://www.medicinenet.com/diabetes_treatment/article.htm,4.333333333333333,10.0,99640.0,2684.0,5.0,232.0,11.0,35.0,5.0,0.0,18.0,121.0,133.0,272.0,22170.0,1900.0,21.0,26.0,0.0,1.0,6.0,4.008812612,14.55459255,health,37.0,158.0,40.0,97.0,17.0,4.0,23.0,com,0.0,1.0,0.0,1.0,4.0,0.0,6.0,0.666666667,0.555555556,0.593216181,0.6,0.0,3,U,1.0
96,2198482,http://www2.skandia.co.uk/Adviser/KnowledgeDirect/Investments/UK-Bonds/Advantages-and-disadvantages-of-using-a-UK-bond/,4.25,0.0,0.0,1639.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.0,328849.0,2.0,5.0,0.0,0.0,1.0,2.710166396,13.0238668,business,7.0,54.0,15.0,26.0,5.0,1.0,1.0,uk,0.0,0.0,0.0,3.0,1.0,0.0,4.0,0.875,0.875,0.855277876,0.8,0.0,2,U,1.0
97,2200484,http://www.carsdirect.com/car-insurance/what-to-do-if-your-car-insurance-is-cancelled,3.75,4.0,75000.0,827.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,6311.0,17094.0,47.0,60.0,0.0,1.0,31.0,5.288752388,13.0238668,computer_internet,88.0,426.0,127.0,224.0,72.0,3.0,33.0,com,0.0,0.0,1.0,3.0,0.0,0.0,4.0,0.875,0.875,0.855277876,0.9,0.0,2,U,1.0
98,2546722,http://www.ehow.com/list_5972794_advantages-disadvantages-convertible-debt.html,4.2,4.0,96000.0,0.0,2.0,29.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,76255.0,96.0,21.0,158.0,0.0,10.0,26.0,5.518453089,14.55459255,business,78.0,705.0,130.0,131.0,13.0,6.0,38.0,com,0.0,0.0,0.0,4.0,1.0,0.0,5.0,0.9,0.9,0.876413916,0.84,0.0,2,U,5.0
99,2201163,http://www.ihealthcoalition.org/individual-health-insurance/health-insurance-providers/,3.4,0.0,0.0,111.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.0,4347401.0,6.0,17.0,0.0,0.0,5.0,3.495056932,13.0238668,computer_internet,27.0,105.0,26.0,54.0,20.0,,,org,0.0,1.0,2.0,1.0,1.0,0.0,5.0,0.6,0.4,0.620614918,0.6,0.0,2,U,4.0
100,2546656,http://my.clevelandclinic.org/disorders/west_nile_virus/hic_understanding_the_west_nile_virus.aspx,4.444444444444445,0.0,0.0,1918.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,939.0,14171.0,52.0,84.0,1.0,15.0,62.0,5.722176807,15.90318901,health,84.0,1112.0,104.0,202.0,37.0,15.0,66.0,org,0.0,0.0,2.0,1.0,6.0,0.0,9.0,0.722222222,0.648148148,0.693664085,0.644444444,0.0,3,U,5.0
101,2201387,http://www.invest-in-gold.org/invest_gold_bullion.php,3.125,9.0,94080.0,39.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,1389992.0,29.0,75.0,0.0,0.0,63.0,5.818811854,11.20814326,business,123.0,472.0,108.0,213.0,64.0,1.0,1.0,org,0.0,2.0,3.0,3.0,0.0,1.0,9.0,0.6875,0.5625,0.730160177,0.75,0.0,2,U,2.0
102,2547114,http://blogs.channel4.com/victoria-macdonald-on-health-and-social-care/how-e-cigarettes-can-reduce-the-harm-caused-by-smoking/427,4.571428571428571,0.0,0.0,1648.0,4.0,334.0,20.0,46.0,0.0,0.0,35.0,57.0,65.0,157.0,365.0,2300.0,45.0,41.0,0.0,0.0,41.0,4.529022433,13.0238668,health,63.0,328.0,83.0,180.0,34.0,9.0,27.0,com,0.0,0.0,0.0,3.0,4.0,0.0,7.0,0.785714286,0.785714286,0.811261115,0.657142857,0.0,3,U,3.0
103,2547203,http://www.ashtarcommandcrew.net/xn/detail/2859786:Topic:2123097?xg_source=activity,2.171428571428572,12.0,96000.0,2482.0,0.0,0.0,0.0,0.0,0.0,20.0,210.0,423.0,1119.0,1752.0,466.0,92249.0,72.0,93.0,23.0,8.0,278.0,7.130887089,14.55459255,religion,86.0,1483.0,141.0,169.0,65.0,9.0,102.0,net,9.0,15.0,8.0,2.0,1.0,2.0,37.0,0.657142857,0.5,0.666839309,0.714285714,0.0,1,C,2.0
104,2201605,http://www.bikesbelong.org/resources/stats-and-research/statistics/health-statistics/,4.571428571428571,0.0,0.0,382.0,4.0,57.0,13.0,10.0,0.0,0.0,7.0,15.0,20.0,42.0,1160.0,927116.0,631.0,318.0,0.0,4.0,276.0,8.053058202,21.19438992,health,391.0,2469.0,243.0,419.0,100.0,10.0,194.0,org,0.0,0.0,0.0,3.0,4.0,0.0,7.0,0.785714286,0.785714286,0.811261115,0.657142857,0.0,3,U,5.0
105,2201486,http://espn.go.com/blog/los-angeles/soccer/post/_/id/15320/galaxy-herbalife-deals-on-field-dividends,4.125,5.0,97280.0,6280.0,2.0,12.0,3.0,9.0,1.0,0.0,4.0,2.0,3.0,9.0,83525.0,101.0,52.0,41.0,0.0,0.0,70.0,4.445769794,15.90318901,sports,52.0,294.0,84.0,130.0,18.0,6.0,34.0,com,1.0,0.0,1.0,1.0,5.0,0.0,8.0,0.5625,0.479166667,0.438049267,0.5,-1.0,2,U,5.0
106,2201289,http://www.healthcompare.com/articles/finding-good-health-insurance-companies/,4.166666666666667,0.0,0.0,558.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,929229.0,11.0,10.0,0.0,1.0,0.0,3.427904972,14.55459255,business,26.0,92.0,28.0,57.0,6.0,1.0,5.0,com,0.0,0.0,2.0,1.0,3.0,0.0,6.0,0.583333333,0.472222222,0.655415862,0.466666667,-1.0,2,U,3.0
107,2198689,http://www.businessnewsdaily.com/1733-small-business-financing-options-.html,4.75,6.0,96000.0,508.0,4.0,85.0,13.0,43.0,0.0,0.0,2.0,27.0,25.0,54.0,2531.0,24407.0,102.0,98.0,0.0,2.0,102.0,6.168497198,13.0238668,business,158.0,714.0,225.0,337.0,102.0,6.0,60.0,com,0.0,0.0,0.0,1.0,3.0,1.0,5.0,0.875,0.875,0.855277876,0.8,0.0,3,U,1.0
108,2546795,http://www.cmi-gold-silver.com/buy-gold-bullion-coins/,4.0,0.0,0.0,1580.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,362.0,245919.0,40.0,55.0,0.0,0.0,23.0,4.491623444,13.0238668,recreation,59.0,335.0,52.0,89.0,28.0,4.0,20.0,com,0.0,0.0,1.0,3.0,1.0,0.0,5.0,0.8,0.7,0.833985,0.76,0.0,2,U,4.0
109,2201733,http://www.mademan.com/mm/10-benefits-marathon-running.html,4.5,1.0,96000.0,550.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,9.0,10.0,3258.0,5959.0,18.0,31.0,1.0,1.0,25.0,4.31288614,11.20814326,recreation,40.0,372.0,43.0,88.0,35.0,6.0,19.0,com,0.0,0.0,0.0,2.0,2.0,0.0,4.0,0.75,0.75,0.807354922,0.6,0.0,3,U,5.0
110,2207886,http://healthmad.com/healthcare-industry/the-pros-and-cons-of-medicare-and-medicaid-in-an-uncertain-economy/,4.333333333333333,11.0,75000.0,324.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,3.0,9.0,2884.0,26106.0,38.0,27.0,0.0,0.0,9.0,3.888466797,19.28718652,culture_politics,76.0,210.0,47.0,73.0,25.0,3.0,20.0,com,0.0,0.0,0.0,6.0,3.0,0.0,9.0,0.833333333,0.833333333,0.82863461,0.733333333,0.0,2,U,1.0
111,2201894,http://www.news.ucdavis.edu/search/news_detail.lasso?id=10467,4.333333333333333,0.0,0.0,492.0,6.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,459.0,6469.0,37.0,35.0,0.0,0.0,36.0,3.751285389,15.90318901,science_technology,30.0,213.0,23.0,39.0,5.0,6.0,43.0,edu,0.0,0.0,1.0,2.0,3.0,0.0,6.0,0.666666667,0.666666667,0.72914542,0.533333333,0.0,3,U,3.0
112,2207713,http://finance.yahoo.com/blogs/daily-ticker/fiscal-cliff-deal-likely-u-risk-looking-ridiculous-203642121.html,4.571428571428571,0.0,0.0,3751.0,4.0,53.0,4.0,5.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,4.0,12.0,16.0,1.0,0.0,39.0,3.291974263,11.20814326,culture_politics,23.0,122.0,51.0,53.0,5.0,4.0,18.0,com,0.0,0.0,1.0,1.0,5.0,0.0,7.0,0.785714286,0.785714286,0.748603119,0.714285714,0.0,3,U,5.0
113,2207617,http://www.economist.com/news/finance-and-economics/21569053-banks-face-another-punishing-year-fines-and-lawsuits-year-lawyer,4.675,12.0,65520.0,155.0,6.0,11.0,5.0,36.0,1.0,0.0,4.0,51.0,36.0,91.0,67301.0,1337.0,31.0,32.0,0.0,0.0,39.0,4.030687091,13.0238668,business,77.0,229.0,66.0,104.0,27.0,6.0,27.0,com,0.0,0.0,3.0,7.0,30.0,0.0,40.0,0.8375,0.8375,0.802937501,0.77,0.0,3,U,5.0
